Tomo Format 2 
fSourceX(m.) fSourceY(m.) fSourceZ(m.) fSourceAngleX(rad.) fSourceAngleY(rad.) 	 fReceiverX(m.) fReceiverY(m.) fReceiverZ(m.) fReceiverAngleX(rad.) fReceiverAngleY(rad.) 	 fTime(s.)
fV0(m./s.) 3500
11502.4 0 491.877 -0.48265 0 12502.4 0 491.877 0.48265 0 0.60543
11252.4 0 491.877 -0.666131 0 12752.4 0 491.877 0.666131 0 0.683376
11002.4 0 491.877 -0.808816 0 13002.4 0 491.877 0.808816 0 0.779681
12002.4 0 491.791 -0.317658 0 12252.4 0 491.791 0.317658 0 0.233361
11877.4 0 491.791 -0.581689 0 12377.4 0 491.791 0.581689 0 0.264681
11752.4 0 491.791 -0.77854 0 12502.4 0 491.791 0.77854 0 0.30982
11627.4 0 491.791 -0.920699 0 12627.4 0 491.791 0.920699 0 0.363601
11377.4 0 491.791 -1.10164 0 12877.4 0 491.791 1.10164 0 0.485163
11127.4 0 491.791 -1.20749 0 13127.4 0 491.791 1.20749 0 0.616006
12002.4 0 491.791 -0.187469 0 12252.4 0 491.791 0.187469 0 0.386065
11877.4 0 491.791 -0.362617 0 12377.4 0 491.791 0.362617 0 0.405538
11752.4 0 491.791 -0.517382 0 12502.4 0 491.791 0.517382 0 0.436054
11627.4 0 491.791 -0.649101 0 12627.4 0 491.791 0.649101 0 0.475477
11377.4 0 491.791 -0.849934 0 12877.4 0 491.791 0.849934 0 0.573297
11127.4 0 491.791 -0.988158 0 13127.4 0 491.791 0.988158 0 0.687143
12002.4 0 491.791 -0.138478 0 12252.4 0 491.791 0.138478 0 0.510238
11877.4 0 491.791 -0.27184 0 12377.4 0 491.791 0.27184 0 0.524822
11752.4 0 491.791 -0.396021 0 12502.4 0 491.791 0.396021 0 0.548278
11627.4 0 491.791 -0.508568 0 12627.4 0 491.791 0.508568 0 0.579544
11377.4 0 491.791 -0.69644 0 12877.4 0 491.791 0.69644 0 0.660861
11127.4 0 491.791 -0.839701 0 13127.4 0 491.791 0.839701 0 0.760366
12002.4 0 491.791 -0.130519 0 12252.4 0 491.791 0.130519 0 0.538594
11877.4 0 491.791 -0.256737 0 12377.4 0 491.791 0.256737 0 0.552366
11752.4 0 491.791 -0.375147 0 12502.4 0 491.791 0.375147 0 0.574599
11627.4 0 491.791 -0.483495 0 12627.4 0 491.791 0.483495 0 0.604375
11377.4 0 491.791 -0.667129 0 12877.4 0 491.791 0.667129 0 0.682432
11127.4 0 491.791 -0.809842 0 13127.4 0 491.791 0.809842 0 0.778844
12127.4 0 491.702 -0.31633 0 12377.4 0 491.702 0.31633 0 0.233621
12002.4 0 491.702 -0.579633 0 12502.4 0 491.702 0.579633 0 0.26483
11877.4 0 491.702 -0.776299 0 12627.4 0 491.702 0.776299 0 0.309848
11752.4 0 491.702 -0.918538 0 12752.4 0 491.702 0.918538 0 0.363525
11502.4 0 491.702 -1.09983 0 13002.4 0 491.702 1.09983 0 0.484937
11252.4 0 491.702 -1.206 0 13252.4 0 491.702 1.206 0 0.615686
12127.4 0 491.702 -0.187178 0 12377.4 0 491.702 0.187178 0 0.385824
12002.4 0 491.702 -0.362089 0 12502.4 0 491.702 0.362089 0 0.405269
11877.4 0 491.702 -0.516697 0 12627.4 0 491.702 0.516697 0 0.435745
11752.4 0 491.702 -0.648334 0 12752.4 0 491.702 0.648334 0 0.475125
11502.4 0 491.702 -0.849143 0 13002.4 0 491.702 0.849143 0 0.572862
11252.4 0 491.702 -0.987425 0 13252.4 0 491.702 0.987425 0 0.686643
12127.4 0 491.702 -0.138586 0 12377.4 0 491.702 0.138586 0 0.509427
12002.4 0 491.702 -0.272045 0 12502.4 0 491.702 0.272045 0 0.524022
11877.4 0 491.702 -0.396302 0 12627.4 0 491.702 0.396302 0 0.547495
11752.4 0 491.702 -0.508904 0 12752.4 0 491.702 0.508904 0 0.578781
11502.4 0 491.702 -0.696829 0 13002.4 0 491.702 0.696829 0 0.66014
11252.4 0 491.702 -0.840094 0 13252.4 0 491.702 0.840094 0 0.759686
12127.4 0 491.702 -0.130479 0 12377.4 0 491.702 0.130479 0 0.538481
12002.4 0 491.702 -0.25666 0 12502.4 0 491.702 0.25666 0 0.552249
11877.4 0 491.702 -0.37504 0 12627.4 0 491.702 0.37504 0 0.574475
11752.4 0 491.702 -0.483367 0 12752.4 0 491.702 0.483367 0 0.604244
11502.4 0 491.702 -0.666978 0 13002.4 0 491.702 0.666978 0 0.682284
11252.4 0 491.702 -0.809686 0 13252.4 0 491.702 0.809686 0 0.77868
12252.4 0 491.511 -0.315174 0 12502.4 0 491.511 0.315174 0 0.233763
12127.4 0 491.511 -0.577838 0 12627.4 0 491.511 0.577838 0 0.264875
12002.4 0 491.511 -0.77434 0 12752.4 0 491.511 0.77434 0 0.309788
11877.4 0 491.511 -0.916646 0 12877.4 0 491.511 0.916646 0 0.363373
11627.4 0 491.511 -1.09824 0 13127.4 0 491.511 1.09824 0 0.484654
11377.4 0 491.511 -1.20469 0 13377.4 0 491.511 1.20469 0 0.61532
12252.4 0 491.511 -0.187123 0 12502.4 0 491.511 0.187123 0 0.385102
12127.4 0 491.511 -0.361989 0 12627.4 0 491.511 0.361989 0 0.404542
12002.4 0 491.511 -0.516568 0 12752.4 0 491.511 0.516568 0 0.43501
11877.4 0 491.511 -0.648189 0 12877.4 0 491.511 0.648189 0 0.474382
11627.4 0 491.511 -0.848994 0 13127.4 0 491.511 0.848994 0 0.572104
11377.4 0 491.511 -0.987287 0 13377.4 0 491.511 0.987287 0 0.685872
12252.4 0 491.511 -0.138763 0 12502.4 0 491.511 0.138763 0 0.508518
12127.4 0 491.511 -0.272378 0 12627.4 0 491.511 0.272378 0 0.523131
12002.4 0 491.511 -0.396761 0 12752.4 0 491.511 0.396761 0 0.546631
11877.4 0 491.511 -0.509453 0 12877.4 0 491.511 0.509453 0 0.577949
11627.4 0 491.511 -0.697463 0 13127.4 0 491.511 0.697463 0 0.659379
11377.4 0 491.511 -0.840734 0 13377.4 0 491.511 0.840734 0 0.75899
12252.4 0 491.511 -0.130248 0 12502.4 0 491.511 0.130248 0 0.538993
12127.4 0 491.511 -0.25622 0 12627.4 0 491.511 0.25622 0 0.552737
12002.4 0 491.511 -0.374429 0 12752.4 0 491.511 0.374429 0 0.574928
11877.4 0 491.511 -0.482629 0 12877.4 0 491.511 0.482629 0 0.604652
11627.4 0 491.511 -0.666106 0 13127.4 0 491.511 0.666106 0 0.682595
11377.4 0 491.511 -0.80879 0 13377.4 0 491.511 0.80879 0 0.778897
12377.4 0 491.197 -0.314347 0 12627.4 0 491.197 0.314347 0 0.233672
12252.4 0 491.197 -0.576554 0 12752.4 0 491.197 0.576554 0 0.264715
12127.4 0 491.197 -0.772936 0 12877.4 0 491.197 0.772936 0 0.309552
12002.4 0 491.197 -0.91529 0 13002.4 0 491.197 0.91529 0 0.363072
11752.4 0 491.197 -1.0971 0 13252.4 0 491.197 1.0971 0 0.484258
11502.4 0 491.197 -1.20375 0 13502.4 0 491.197 1.20375 0 0.614864
12377.4 0 491.197 -0.187253 0 12627.4 0 491.197 0.187253 0 0.384112
12252.4 0 491.197 -0.362226 0 12752.4 0 491.197 0.362226 0 0.403565
12127.4 0 491.197 -0.516875 0 12877.4 0 491.197 0.516875 0 0.434051
12002.4 0 491.197 -0.648533 0 13002.4 0 491.197 0.648533 0 0.473442
11752.4 0 491.197 -0.849349 0 13252.4 0 491.197 0.849349 0 0.571201
11502.4 0 491.197 -0.987616 0 13502.4 0 491.197 0.987616 0 0.684999
12377.4 0 491.197 -0.138868 0 12627.4 0 491.197 0.138868 0 0.507711
12252.4 0 491.197 -0.272578 0 12752.4 0 491.197 0.272578 0 0.522334
12127.4 0 491.197 -0.397035 0 12877.4 0 491.197 0.397035 0 0.54585
12002.4 0 491.197 -0.50978 0 13002.4 0 491.197 0.50978 0 0.577188
11752.4 0 491.197 -0.697842 0 13252.4 0 491.197 0.697842 0 0.65866
11502.4 0 491.197 -0.841116 0 13502.4 0 491.197 0.841116 0 0.75831
12377.4 0 491.197 -0.130052 0 12627.4 0 491.197 0.130052 0 0.539534
12252.4 0 491.197 -0.255847 0 12752.4 0 491.197 0.255847 0 0.553258
12127.4 0 491.197 -0.373911 0 12877.4 0 491.197 0.373911 0 0.575418
12002.4 0 491.197 -0.482003 0 13002.4 0 491.197 0.482003 0 0.605105
11752.4 0 491.197 -0.665366 0 13252.4 0 491.197 0.665366 0 0.682965
11502.4 0 491.197 -0.808029 0 13502.4 0 491.197 0.808029 0 0.779188
12502.4 0 490.743 -0.314522 0 12752.4 0 490.743 0.314522 0 0.233379
12377.4 0 490.743 -0.576827 0 12877.4 0 490.743 0.576827 0 0.264436
12252.4 0 490.743 -0.773234 0 13002.4 0 490.743 0.773234 0 0.309289
12127.4 0 490.743 -0.915578 0 13127.4 0 490.743 0.915578 0 0.362823
11877.4 0 490.743 -1.09735 0 13377.4 0 490.743 1.09735 0 0.48403
11627.4 0 490.743 -1.20395 0 13627.4 0 490.743 1.20395 0 0.614648
12502.4 0 490.743 -0.187742 0 12752.4 0 490.743 0.187742 0 0.383305
12377.4 0 490.743 -0.36311 0 12877.4 0 490.743 0.36311 0 0.402805
12252.4 0 490.743 -0.518021 0 13002.4 0 490.743 0.518021 0 0.433357
12127.4 0 490.743 -0.649817 0 13127.4 0 490.743 0.649817 0 0.472821
11877.4 0 490.743 -0.850671 0 13377.4 0 490.743 0.850671 0 0.570717
11627.4 0 490.743 -0.988841 0 13627.4 0 490.743 0.988841 0 0.684625
12502.4 0 490.743 -0.139383 0 12752.4 0 490.743 0.139383 0 0.507069
12377.4 0 490.743 -0.273552 0 12877.4 0 490.743 0.273552 0 0.521745
12252.4 0 490.743 -0.398375 0 13002.4 0 490.743 0.398375 0 0.54534
12127.4 0 490.743 -0.511381 0 13127.4 0 490.743 0.511381 0 0.576772
11877.4 0 490.743 -0.69969 0 13377.4 0 490.743 0.69969 0 0.658449
11627.4 0 490.743 -0.842981 0 13627.4 0 490.743 0.842981 0 0.758289
12502.4 0 490.743 -0.130373 0 12752.4 0 490.743 0.130373 0 0.539779
12377.4 0 490.743 -0.256459 0 12877.4 0 490.743 0.256459 0 0.553536
12252.4 0 490.743 -0.374761 0 13002.4 0 490.743 0.374761 0 0.575746
12127.4 0 490.743 -0.483029 0 13127.4 0 490.743 0.483029 0 0.605494
11877.4 0 490.743 -0.666579 0 13377.4 0 490.743 0.666579 0 0.683489
11627.4 0 490.743 -0.809276 0 13627.4 0 490.743 0.809276 0 0.779842
12627.4 0 490.156 -0.314983 0 12877.4 0 490.156 0.314983 0 0.232882
12502.4 0 490.156 -0.577542 0 13002.4 0 490.156 0.577542 0 0.263978
12377.4 0 490.156 -0.774017 0 13127.4 0 490.156 0.774017 0 0.308873
12252.4 0 490.156 -0.916334 0 13252.4 0 490.156 0.916334 0 0.362444
12002.4 0 490.156 -1.09798 0 13502.4 0 490.156 1.09798 0 0.483703
11752.4 0 490.156 -1.20448 0 13752.4 0 490.156 1.20448 0 0.614354
12627.4 0 490.156 -0.188065 0 12877.4 0 490.156 0.188065 0 0.382833
12502.4 0 490.156 -0.363696 0 13002.4 0 490.156 0.363696 0 0.402365
12377.4 0 490.156 -0.518779 0 13127.4 0 490.156 0.518779 0 0.432961
12252.4 0 490.156 -0.650666 0 13252.4 0 490.156 0.650666 0 0.472474
12002.4 0 490.156 -0.851544 0 13502.4 0 490.156 0.851544 0 0.57046
11752.4 0 490.156 -0.989649 0 13752.4 0 490.156 0.989649 0 0.68444
12627.4 0 490.156 -0.139936 0 12877.4 0 490.156 0.139936 0 0.506412
12502.4 0 490.156 -0.274596 0 13002.4 0 490.156 0.274596 0 0.521145
12377.4 0 490.156 -0.39981 0 13127.4 0 490.156 0.39981 0 0.544823
12252.4 0 490.156 -0.513092 0 13252.4 0 490.156 0.513092 0 0.576357
12002.4 0 490.156 -0.701664 0 13502.4 0 490.156 0.701664 0 0.658251
11752.4 0 490.156 -0.84497 0 13752.4 0 490.156 0.84497 0 0.758296
12627.4 0 490.156 -0.130712 0 12877.4 0 490.156 0.130712 0 0.539956
12502.4 0 490.156 -0.257105 0 13002.4 0 490.156 0.257105 0 0.553747
12377.4 0 490.156 -0.375657 0 13127.4 0 490.156 0.375657 0 0.57601
12252.4 0 490.156 -0.484111 0 13252.4 0 490.156 0.484111 0 0.605823
12002.4 0 490.156 -0.667856 0 13502.4 0 490.156 0.667856 0 0.683961
11752.4 0 490.156 -0.810589 0 13752.4 0 490.156 0.810589 0 0.780451
12752.4 0 489.554 -0.31562 0 13002.4 0 489.554 0.31562 0 0.232261
12627.4 0 489.554 -0.578531 0 13127.4 0 489.554 0.578531 0 0.26341
12502.4 0 489.554 -0.775096 0 13252.4 0 489.554 0.775096 0 0.308364
12377.4 0 489.554 -0.917377 0 13377.4 0 489.554 0.917377 0 0.361984
12127.4 0 489.554 -1.09886 0 13627.4 0 489.554 1.09886 0 0.483316
11877.4 0 489.554 -1.2052 0 13877.4 0 489.554 1.2052 0 0.614014
12752.4 0 489.554 -0.18824 0 13002.4 0 489.554 0.18824 0 0.382731
12627.4 0 489.554 -0.364013 0 13127.4 0 489.554 0.364013 0 0.40228
12502.4 0 489.554 -0.51919 0 13252.4 0 489.554 0.51919 0 0.4329
12377.4 0 489.554 -0.651125 0 13377.4 0 489.554 0.651125 0 0.472438
12127.4 0 489.554 -0.852016 0 13627.4 0 489.554 0.852016 0 0.570473
11877.4 0 489.554 -0.990086 0 13877.4 0 489.554 0.990086 0 0.684493
12752.4 0 489.554 -0.140453 0 13002.4 0 489.554 0.140453 0 0.505771
12627.4 0 489.554 -0.275573 0 13127.4 0 489.554 0.275573 0 0.520556
12502.4 0 489.554 -0.401152 0 13252.4 0 489.554 0.401152 0 0.544313
12377.4 0 489.554 -0.514692 0 13377.4 0 489.554 0.514692 0 0.575942
12127.4 0 489.554 -0.703508 0 13627.4 0 489.554 0.703508 0 0.65804
11877.4 0 489.554 -0.846825 0 13877.4 0 489.554 0.846825 0 0.758274
12752.4 0 489.554 -0.131091 0 13002.4 0 489.554 0.131091 0 0.539982
12627.4 0 489.554 -0.257825 0 13127.4 0 489.554 0.257825 0 0.553812
12502.4 0 489.554 -0.376657 0 13252.4 0 489.554 0.376657 0 0.576134
12377.4 0 489.554 -0.485317 0 13377.4 0 489.554 0.485317 0 0.606018
12127.4 0 489.554 -0.66928 0 13627.4 0 489.554 0.66928 0 0.684315
11877.4 0 489.554 -0.81205 0 13877.4 0 489.554 0.81205 0 0.780958
12877.4 0 488.946 -0.316673 0 13127.4 0 488.946 0.316673 0 0.231348
12752.4 0 488.946 -0.580164 0 13252.4 0 488.946 0.580164 0 0.262586
12627.4 0 488.946 -0.776878 0 13377.4 0 488.946 0.776878 0 0.307635
12502.4 0 488.946 -0.919097 0 13502.4 0 488.946 0.919097 0 0.361339
12252.4 0 488.946 -1.1003 0 13752.4 0 488.946 1.1003 0 0.48279
12002.4 0 488.946 -1.20639 0 14002.4 0 488.946 1.20639 0 0.613563
12877.4 0 488.946 -0.188161 0 13127.4 0 488.946 0.188161 0 0.383002
12752.4 0 488.946 -0.363869 0 13252.4 0 488.946 0.363869 0 0.402543
12627.4 0 488.946 -0.519004 0 13377.4 0 488.946 0.519004 0 0.433152
12502.4 0 488.946 -0.650918 0 13502.4 0 488.946 0.650918 0 0.472678
12252.4 0 488.946 -0.851803 0 13752.4 0 488.946 0.851803 0 0.570691
12002.4 0 488.946 -0.989889 0 14002.4 0 488.946 0.989889 0 0.684694
12877.4 0 488.946 -0.14096 0 13127.4 0 488.946 0.14096 0 0.505174
12752.4 0 488.946 -0.276531 0 13252.4 0 488.946 0.276531 0 0.520011
12627.4 0 488.946 -0.402466 0 13377.4 0 488.946 0.402466 0 0.543844
12502.4 0 488.946 -0.516258 0 13502.4 0 488.946 0.516258 0 0.575566
12252.4 0 488.946 -0.70531 0 13752.4 0 488.946 0.70531 0 0.657863
12002.4 0 488.946 -0.848637 0 14002.4 0 488.946 0.848637 0 0.758281
12877.4 0 488.946 -0.131652 0 13127.4 0 488.946 0.131652 0 0.53927
12752.4 0 488.946 -0.258892 0 13252.4 0 488.946 0.258892 0 0.553157
12627.4 0 488.946 -0.378137 0 13377.4 0 488.946 0.378137 0 0.575565
12502.4 0 488.946 -0.487102 0 13502.4 0 488.946 0.487102 0 0.605556
12252.4 0 488.946 -0.671383 0 13752.4 0 488.946 0.671383 0 0.684088
12002.4 0 488.946 -0.814207 0 14002.4 0 488.946 0.814207 0 0.780956
13002.4 0 488.393 -0.317871 0 13252.4 0 488.393 0.317871 0 0.23034
12877.4 0 488.393 -0.582018 0 13377.4 0 488.393 0.582018 0 0.261679
12752.4 0 488.393 -0.778899 0 13502.4 0 488.393 0.778899 0 0.306836
12627.4 0 488.393 -0.921045 0 13627.4 0 488.393 0.921045 0 0.360634
12377.4 0 488.393 -1.10193 0 13877.4 0 488.393 1.10193 0 0.482219
12127.4 0 488.393 -1.20773 0 14127.4 0 488.393 1.20773 0 0.613078
13002.4 0 488.393 -0.187949 0 13252.4 0 488.393 0.187949 0 0.383609
12877.4 0 488.393 -0.363486 0 13377.4 0 488.393 0.363486 0 0.403129
12752.4 0 488.393 -0.518507 0 13502.4 0 488.393 0.518507 0 0.43371
12627.4 0 488.393 -0.650362 0 13627.4 0 488.393 0.650362 0 0.473205
12377.4 0 488.393 -0.851231 0 13877.4 0 488.393 0.851231 0 0.571159
12127.4 0 488.393 -0.989359 0 14127.4 0 488.393 0.989359 0 0.685113
13002.4 0 488.393 -0.141457 0 13252.4 0 488.393 0.141457 0 0.504679
12877.4 0 488.393 -0.27747 0 13377.4 0 488.393 0.27747 0 0.519566
12752.4 0 488.393 -0.403754 0 13502.4 0 488.393 0.403754 0 0.543476
12627.4 0 488.393 -0.517792 0 13627.4 0 488.393 0.517792 0 0.575287
12377.4 0 488.393 -0.707072 0 13877.4 0 488.393 0.707072 0 0.657779
12127.4 0 488.393 -0.850407 0 14127.4 0 488.393 0.850407 0 0.758378
13002.4 0 488.393 -0.132122 0 13252.4 0 488.393 0.132122 0 0.538936
12877.4 0 488.393 -0.259787 0 13377.4 0 488.393 0.259787 0 0.552872
12752.4 0 488.393 -0.379376 0 13502.4 0 488.393 0.379376 0 0.575352
12627.4 0 488.393 -0.488596 0 13627.4 0 488.393 0.488596 0 0.605432
12377.4 0 488.393 -0.673141 0 13877.4 0 488.393 0.673141 0 0.68416
12127.4 0 488.393 -0.816008 0 14127.4 0 488.393 0.816008 0 0.781216
13127.4 0 487.834 -0.318943 0 13377.4 0 487.834 0.318943 0 0.229428
13002.4 0 487.834 -0.583674 0 13502.4 0 487.834 0.583674 0 0.260856
12877.4 0 487.834 -0.780701 0 13627.4 0 487.834 0.780701 0 0.306111
12752.4 0 487.834 -0.92278 0 13752.4 0 487.834 0.92278 0 0.359991
12502.4 0 487.834 -1.10338 0 14002.4 0 487.834 1.10338 0 0.481697
12252.4 0 487.834 -1.20893 0 14252.4 0 487.834 1.20893 0 0.61263
13127.4 0 487.834 -0.187979 0 13377.4 0 487.834 0.187979 0 0.38373
13002.4 0 487.834 -0.36354 0 13502.4 0 487.834 0.36354 0 0.403253
12877.4 0 487.834 -0.518577 0 13627.4 0 487.834 0.518577 0 0.433838
12752.4 0 487.834 -0.65044 0 13752.4 0 487.834 0.65044 0 0.473337
12502.4 0 487.834 -0.851312 0 14002.4 0 487.834 0.851312 0 0.571299
12252.4 0 487.834 -0.989434 0 14252.4 0 487.834 0.989434 0 0.685261
13127.4 0 487.834 -0.141978 0 13377.4 0 487.834 0.141978 0 0.504036
13002.4 0 487.834 -0.278452 0 13502.4 0 487.834 0.278452 0 0.518976
12877.4 0 487.834 -0.4051 0 13627.4 0 487.834 0.4051 0 0.542964
12752.4 0 487.834 -0.519394 0 13752.4 0 487.834 0.519394 0 0.57487
12502.4 0 487.834 -0.708911 0 14002.4 0 487.834 0.708911 0 0.657565
12252.4 0 487.834 -0.852252 0 14252.4 0 487.834 0.852252 0 0.758351
13127.4 0 487.834 -0.132465 0 13377.4 0 487.834 0.132465 0 0.539128
13002.4 0 487.834 -0.260439 0 13502.4 0 487.834 0.260439 0 0.553098
12877.4 0 487.834 -0.38028 0 13627.4 0 487.834 0.38028 0 0.575632
12752.4 0 487.834 -0.489684 0 13752.4 0 487.834 0.489684 0 0.605777
12502.4 0 487.834 -0.67442 0 14002.4 0 487.834 0.67442 0 0.684647
12252.4 0 487.834 -0.817317 0 14252.4 0 487.834 0.817317 0 0.78184
13252.4 0 487.199 -0.319664 0 13502.4 0 487.199 0.319664 0 0.228764
13127.4 0 487.199 -0.584789 0 13627.4 0 487.199 0.584789 0 0.260253
13002.4 0 487.199 -0.781912 0 13752.4 0 487.199 0.781912 0 0.305572
12877.4 0 487.199 -0.923945 0 13877.4 0 487.199 0.923945 0 0.359509
12627.4 0 487.199 -1.10435 0 14127.4 0 487.199 1.10435 0 0.481294
12377.4 0 487.199 -1.20973 0 14377.4 0 487.199 1.20973 0 0.612279
13252.4 0 487.199 -0.188359 0 13502.4 0 487.199 0.188359 0 0.383146
13127.4 0 487.199 -0.364228 0 13627.4 0 487.199 0.364228 0 0.402706
13002.4 0 487.199 -0.519468 0 13752.4 0 487.199 0.519468 0 0.433342
12877.4 0 487.199 -0.651437 0 13877.4 0 487.199 0.651437 0 0.472898
12627.4 0 487.199 -0.852337 0 14127.4 0 487.199 0.852337 0 0.570967
12377.4 0 487.199 -0.990383 0 14377.4 0 487.199 0.990383 0 0.685013
13252.4 0 487.199 -0.142564 0 13502.4 0 487.199 0.142564 0 0.503173
13127.4 0 487.199 -0.279558 0 13627.4 0 487.199 0.279558 0 0.518172
13002.4 0 487.199 -0.406615 0 13752.4 0 487.199 0.406615 0 0.542249
12877.4 0 487.199 -0.521196 0 13877.4 0 487.199 0.521196 0 0.574261
12627.4 0 487.199 -0.710975 0 14127.4 0 487.199 0.710975 0 0.657184
12377.4 0 487.199 -0.854321 0 14377.4 0 487.199 0.854321 0 0.75818
13252.4 0 487.199 -0.133033 0 13502.4 0 487.199 0.133033 0 0.538455
13127.4 0 487.199 -0.261516 0 13627.4 0 487.199 0.261516 0 0.552484
13002.4 0 487.199 -0.381772 0 13752.4 0 487.199 0.381772 0 0.575105
12877.4 0 487.199 -0.491481 0 13877.4 0 487.199 0.491481 0 0.605357
12627.4 0 487.199 -0.67653 0 14127.4 0 487.199 0.67653 0 0.684462
12377.4 0 487.199 -0.819474 0 14377.4 0 487.199 0.819474 0 0.781879
13377.4 0 486.539 -0.319671 0 13627.4 0 486.539 0.319671 0 0.228597
13252.4 0 486.539 -0.584798 0 13752.4 0 486.539 0.584798 0 0.260086
13127.4 0 486.539 -0.781922 0 13877.4 0 486.539 0.781922 0 0.305406
13002.4 0 486.539 -0.923955 0 14002.4 0 486.539 0.923955 0 0.359343
12752.4 0 486.539 -1.10436 0 14252.4 0 486.539 1.10436 0 0.481129
12502.4 0 486.539 -1.20973 0 14502.4 0 486.539 1.20973 0 0.612114
13377.4 0 486.539 -0.189004 0 13627.4 0 486.539 0.189004 0 0.382044
13252.4 0 486.539 -0.365395 0 13752.4 0 486.539 0.365395 0 0.401668
13127.4 0 486.539 -0.520979 0 13877.4 0 486.539 0.520979 0 0.432391
13002.4 0 486.539 -0.653127 0 14002.4 0 486.539 0.653127 0 0.472042
12752.4 0 486.539 -0.854072 0 14252.4 0 486.539 0.854072 0 0.57029
12502.4 0 486.539 -0.991988 0 14502.4 0 486.539 0.991988 0 0.684481
13377.4 0 486.539 -0.14315 0 13627.4 0 486.539 0.14315 0 0.502336
13252.4 0 486.539 -0.280662 0 13752.4 0 486.539 0.280662 0 0.517395
13127.4 0 486.539 -0.408128 0 13877.4 0 486.539 0.408128 0 0.54156
13002.4 0 486.539 -0.522993 0 14002.4 0 486.539 0.522993 0 0.573679
12752.4 0 486.539 -0.713032 0 14252.4 0 486.539 0.713032 0 0.656828
12502.4 0 486.539 -0.856379 0 14502.4 0 486.539 0.856379 0 0.758033
13377.4 0 486.539 -0.133681 0 13627.4 0 486.539 0.133681 0 0.537424
13252.4 0 486.539 -0.262748 0 13752.4 0 486.539 0.262748 0 0.551519
13127.4 0 486.539 -0.383476 0 13877.4 0 486.539 0.383476 0 0.57424
13002.4 0 486.539 -0.493531 0 14002.4 0 486.539 0.493531 0 0.604614
12752.4 0 486.539 -0.678933 0 14252.4 0 486.539 0.678933 0 0.683987
12502.4 0 486.539 -0.821928 0 14502.4 0 486.539 0.821928 0 0.781658
13502.4 0 485.778 -0.318871 0 13752.4 0 485.778 0.318871 0 0.228987
13377.4 0 485.778 -0.583564 0 13877.4 0 485.778 0.583564 0 0.260409
13252.4 0 485.778 -0.780581 0 14002.4 0 485.778 0.780581 0 0.305658
13127.4 0 485.778 -0.922664 0 14127.4 0 485.778 0.922664 0 0.359533
12877.4 0 485.778 -1.10328 0 14377.4 0 485.778 1.10328 0 0.48123
12627.4 0 485.778 -1.20885 0 14627.4 0 485.778 1.20885 0 0.612159
13502.4 0 485.778 -0.189962 0 13752.4 0 485.778 0.189962 0 0.380308
13377.4 0 485.778 -0.367126 0 13877.4 0 485.778 0.367126 0 0.400025
13252.4 0 485.778 -0.523217 0 14002.4 0 485.778 0.523217 0 0.430877
13127.4 0 485.778 -0.655627 0 14127.4 0 485.778 0.655627 0 0.47067
12877.4 0 485.778 -0.856635 0 14377.4 0 485.778 0.856635 0 0.569183
12627.4 0 485.778 -0.994356 0 14627.4 0 485.778 0.994356 0 0.683585
13502.4 0 485.778 -0.143525 0 13752.4 0 485.778 0.143525 0 0.502216
13377.4 0 485.778 -0.281368 0 13877.4 0 485.778 0.281368 0 0.517313
13252.4 0 485.778 -0.409094 0 14002.4 0 485.778 0.409094 0 0.541535
13127.4 0 485.778 -0.524141 0 14127.4 0 485.778 0.524141 0 0.573721
12877.4 0 485.778 -0.714343 0 14377.4 0 485.778 0.714343 0 0.657014
12627.4 0 485.778 -0.857691 0 14627.4 0 485.778 0.857691 0 0.758352
13502.4 0 485.778 -0.134208 0 13752.4 0 485.778 0.134208 0 0.536895
13377.4 0 485.778 -0.263748 0 13877.4 0 485.778 0.263748 0 0.551044
13252.4 0 485.778 -0.384859 0 14002.4 0 485.778 0.384859 0 0.573847
13127.4 0 485.778 -0.495193 0 14127.4 0 485.778 0.495193 0 0.604319
12877.4 0 485.778 -0.680879 0 14377.4 0 485.778 0.680879 0 0.683909
12627.4 0 485.778 -0.823912 0 14627.4 0 485.778 0.823912 0 0.781786
13627.4 0 485.076 -0.317504 0 13877.4 0 485.076 0.317504 0 0.229777
13502.4 0 485.076 -0.58145 0 14002.4 0 485.076 0.58145 0 0.261084
13377.4 0 485.076 -0.77828 0 14127.4 0 485.076 0.77828 0 0.306209
13252.4 0 485.076 -0.920449 0 14252.4 0 485.076 0.920449 0 0.359977
13002.4 0 485.076 -1.10143 0 14502.4 0 485.076 1.10143 0 0.481522
12752.4 0 485.076 -1.20732 0 14752.4 0 485.076 1.20732 0 0.612354
13627.4 0 485.076 -0.190918 0 13877.4 0 485.076 0.190918 0 0.378568
13502.4 0 485.076 -0.368853 0 14002.4 0 485.076 0.368853 0 0.398378
13377.4 0 485.076 -0.525446 0 14127.4 0 485.076 0.525446 0 0.429359
13252.4 0 485.076 -0.658115 0 14252.4 0 485.076 0.658115 0 0.469292
13002.4 0 485.076 -0.859181 0 14502.4 0 485.076 0.859181 0 0.568068
12752.4 0 485.076 -0.996705 0 14752.4 0 485.076 0.996705 0 0.68268
13627.4 0 485.076 -0.143684 0 13877.4 0 485.076 0.143684 0 0.502846
13502.4 0 485.076 -0.281669 0 14002.4 0 485.076 0.281669 0 0.517959
