Tomo Format 2 
fSourceX(m.) fSourceY(m.) fSourceZ(m.) fSourceAngleX(rad.) fSourceAngleY(rad.) 	 fReceiverX(m.) fReceiverY(m.) fReceiverZ(m.) fReceiverAngleX(rad.) fReceiverAngleY(rad.) 	 fTime(s.)
fV0(m./s.) 3500
24502.4 0 471.988 -0.54409 0 25502.4 0 471.988 0.54409 0 0.563579
24252.4 0 471.988 -0.736946 0 25752.4 0 471.988 0.736946 0 0.649351
24002.4 0 471.988 -0.880139 0 26002.4 0 471.988 0.880139 0 0.752942
24752.4 0 471.988 -0.0421205 0 25252.4 0 471.988 0.0421205 0 1.63314
24502.4 0 471.988 -0.0840921 0 25502.4 0 471.988 0.0840921 0 1.64215
24002.4 0 471.988 -0.167011 0 26002.4 0 471.988 0.167011 0 1.67796
23502.4 0 471.988 -0.247681 0 26502.4 0 471.988 0.247681 0 1.73682
23002.4 0 471.988 -0.325194 0 27002.4 0 471.988 0.325194 0 1.81761
22502.4 0 471.988 -0.398864 0 27502.4 0 471.988 0.398864 0 1.91887
25002.4 0 471.988 -0.312634 0 25252.4 0 471.988 0.312634 0 0.248237
24877.4 0 471.988 -0.573889 0 25377.4 0 471.988 0.573889 0 0.279135
24752.4 0 471.988 -0.770018 0 25502.4 0 471.988 0.770018 0 0.323815
24627.4 0 471.988 -0.912467 0 25627.4 0 471.988 0.912467 0 0.377199
24377.4 0 471.988 -1.09473 0 25877.4 0 471.988 1.09473 0 0.498188
24127.4 0 471.988 -1.20179 0 26127.4 0 471.988 1.20179 0 0.628668
25002.4 0 471.988 -0.199102 0 25252.4 0 471.988 0.199102 0 0.380167
24877.4 0 471.988 -0.383564 0 25377.4 0 471.988 0.383564 0 0.400771
24752.4 0 471.988 -0.544327 0 25502.4 0 471.988 0.544327 0 0.432838
24627.4 0 471.988 -0.679056 0 25627.4 0 471.988 0.679056 0 0.473949
24377.4 0 471.988 -0.880401 0 25877.4 0 471.988 0.880401 0 0.574901
24127.4 0 471.988 -1.01616 0 26127.4 0 471.988 1.01616 0 0.691228
25002.4 0 471.988 -0.150068 0 25252.4 0 471.988 0.150068 0 0.49027
24877.4 0 471.988 -0.293666 0 25377.4 0 471.988 0.293666 0 0.506028
24752.4 0 471.988 -0.425855 0 25502.4 0 471.988 0.425855 0 0.53123
24627.4 0 471.988 -0.543955 0 25627.4 0 471.988 0.543955 0 0.564582
24377.4 0 471.988 -0.736794 0 25877.4 0 471.988 0.736794 0 0.650337
24127.4 0 471.988 -0.879989 0 26127.4 0 471.988 0.879989 0 0.753914
24877.4 0 471.988 -0.0420842 0 25377.4 0 471.988 0.0420842 0 1.63159
24627.4 0 471.988 -0.0840199 0 25627.4 0 471.988 0.0840199 0 1.64059
24127.4 0 471.988 -0.16687 0 26127.4 0 471.988 0.16687 0 1.67637
23627.4 0 471.988 -0.247476 0 26627.4 0 471.988 0.247476 0 1.73519
23127.4 0 471.988 -0.324933 0 27127.4 0 471.988 0.324933 0 1.81591
22627.4 0 471.988 -0.398555 0 27627.4 0 471.988 0.398555 0 1.9171
25127.4 0 471.94 -0.312413 0 25377.4 0 471.94 0.312413 0 0.249184
25002.4 0 471.94 -0.573545 0 25502.4 0 471.94 0.573545 0 0.280064
24877.4 0 471.94 -0.769641 0 25627.4 0 471.94 0.769641 0 0.324723
24752.4 0 471.94 -0.912101 0 25752.4 0 471.94 0.912101 0 0.378089
24502.4 0 471.94 -1.09442 0 26002.4 0 471.94 1.09442 0 0.499052
24252.4 0 471.94 -1.20154 0 26252.4 0 471.94 1.20154 0 0.629516
25127.4 0 471.94 -0.199714 0 25377.4 0 471.94 0.199714 0 0.380082
25002.4 0 471.94 -0.384658 0 25502.4 0 471.94 0.384658 0 0.400745
24877.4 0 471.94 -0.545723 0 25627.4 0 471.94 0.545723 0 0.432892
24752.4 0 471.94 -0.680596 0 25752.4 0 471.94 0.680596 0 0.474089
24502.4 0 471.94 -0.881947 0 26002.4 0 471.94 0.881947 0 0.575199
24252.4 0 471.94 -1.01757 0 26252.4 0 471.94 1.01757 0 0.691649
25127.4 0 471.94 -0.149903 0 25377.4 0 471.94 0.149903 0 0.491673
25002.4 0 471.94 -0.293358 0 25502.4 0 471.94 0.293358 0 0.507415
24877.4 0 471.94 -0.425437 0 25627.4 0 471.94 0.425437 0 0.532592
24752.4 0 471.94 -0.543462 0 25752.4 0 471.94 0.543462 0 0.565916
24502.4 0 471.94 -0.73624 0 26002.4 0 471.94 0.73624 0 0.65161
24252.4 0 471.94 -0.879443 0 26252.4 0 471.94 0.879443 0 0.755132
25002.4 0 471.94 -0.0420769 0 25502.4 0 471.94 0.0420769 0 1.62903
24752.4 0 471.94 -0.0840053 0 25752.4 0 471.94 0.0840053 0 1.63803
24252.4 0 471.94 -0.166842 0 26252.4 0 471.94 0.166842 0 1.67381
23752.4 0 471.94 -0.247434 0 26752.4 0 471.94 0.247434 0 1.73261
23252.4 0 471.94 -0.32488 0 27252.4 0 471.94 0.32488 0 1.81332
22752.4 0 471.94 -0.398493 0 27752.4 0 471.94 0.398493 0 1.91449
25252.4 0 471.764 -0.312591 0 25502.4 0 471.764 0.312591 0 0.249853
25127.4 0 471.764 -0.573822 0 25627.4 0 471.764 0.573822 0 0.280748
25002.4 0 471.764 -0.769945 0 25752.4 0 471.764 0.769945 0 0.325424
24877.4 0 471.764 -0.912395 0 25877.4 0 471.764 0.912395 0 0.378804
24627.4 0 471.764 -1.09467 0 26127.4 0 471.764 1.09467 0 0.499788
24377.4 0 471.764 -1.20174 0 26377.4 0 471.764 1.20174 0 0.630265
25252.4 0 471.764 -0.200391 0 25502.4 0 471.764 0.200391 0 0.379925
25127.4 0 471.764 -0.38587 0 25627.4 0 471.764 0.38587 0 0.400653
25002.4 0 471.764 -0.547268 0 25752.4 0 471.764 0.547268 0 0.432889
24877.4 0 471.764 -0.682299 0 25877.4 0 471.764 0.682299 0 0.474181
24627.4 0 471.764 -0.883654 0 26127.4 0 471.764 0.883654 0 0.575465
24377.4 0 471.764 -1.01912 0 26377.4 0 471.764 1.01912 0 0.69205
25252.4 0 471.764 -0.149775 0 25502.4 0 471.764 0.149775 0 0.49326
25127.4 0 471.764 -0.293116 0 25627.4 0 471.764 0.293116 0 0.508989
25002.4 0 471.764 -0.425109 0 25752.4 0 471.764 0.425109 0 0.534147
24877.4 0 471.764 -0.543077 0 25877.4 0 471.764 0.543077 0 0.567448
24627.4 0 471.764 -0.735807 0 26127.4 0 471.764 0.735807 0 0.653095
24377.4 0 471.764 -0.879015 0 26377.4 0 471.764 0.879015 0 0.756574
25127.4 0 471.764 -0.0421385 0 25627.4 0 471.764 0.0421385 0 1.62529
24877.4 0 471.764 -0.084128 0 25877.4 0 471.764 0.084128 0 1.63431
24377.4 0 471.764 -0.167082 0 26377.4 0 471.764 0.167082 0 1.67013
23877.4 0 471.764 -0.247782 0 26877.4 0 471.764 0.247782 0 1.72902
23377.4 0 471.764 -0.325323 0 27377.4 0 471.764 0.325323 0 1.80984
22877.4 0 471.764 -0.399017 0 27877.4 0 471.764 0.399017 0 1.91114
25377.4 0 471.638 -0.312994 0 25627.4 0 471.638 0.312994 0 0.250376
25252.4 0 471.638 -0.57445 0 25752.4 0 471.638 0.57445 0 0.281304
25127.4 0 471.638 -0.770633 0 25877.4 0 471.638 0.770633 0 0.326017
25002.4 0 471.638 -0.913062 0 26002.4 0 471.638 0.913062 0 0.37943
24752.4 0 471.638 -1.09523 0 26252.4 0 471.638 1.09523 0 0.50046
24502.4 0 471.638 -1.20221 0 26502.4 0 471.638 1.20221 0 0.630967
25377.4 0 471.638 -0.201048 0 25627.4 0 471.638 0.201048 0 0.379858
25252.4 0 471.638 -0.387044 0 25752.4 0 471.638 0.387044 0 0.400649
25127.4 0 471.638 -0.548763 0 25877.4 0 471.638 0.548763 0 0.43297
25002.4 0 471.638 -0.683945 0 26002.4 0 471.638 0.683945 0 0.474355
24752.4 0 471.638 -0.885302 0 26252.4 0 471.638 0.885302 0 0.575806
24502.4 0 471.638 -1.02062 0 26502.4 0 471.638 1.02062 0 0.692521
25377.4 0 471.638 -0.149675 0 25627.4 0 471.638 0.149675 0 0.494583
25252.4 0 471.638 -0.29293 0 25752.4 0 471.638 0.29293 0 0.510302
25127.4 0 471.638 -0.424856 0 25877.4 0 471.638 0.424856 0 0.535445
25002.4 0 471.638 -0.542778 0 26002.4 0 471.638 0.542778 0 0.568728
24752.4 0 471.638 -0.735471 0 26252.4 0 471.638 0.735471 0 0.654339
24502.4 0 471.638 -0.878683 0 26502.4 0 471.638 0.878683 0 0.757785
25252.4 0 471.638 -0.0422108 0 25752.4 0 471.638 0.0422108 0 1.62134
25002.4 0 471.638 -0.0842718 0 26002.4 0 471.638 0.0842718 0 1.63037
24502.4 0 471.638 -0.167363 0 26502.4 0 471.638 0.167363 0 1.66625
24002.4 0 471.638 -0.248191 0 27002.4 0 471.638 0.248191 0 1.72524
23502.4 0 471.638 -0.325844 0 27502.4 0 471.638 0.325844 0 1.80619
23002.4 0 471.638 -0.399632 0 28002.4 0 471.638 0.399632 0 1.90764
25502.4 0 471.46 -0.314005 0 25752.4 0 471.46 0.314005 0 0.250415
25377.4 0 471.46 -0.576023 0 25877.4 0 471.46 0.576023 0 0.281429
25252.4 0 471.46 -0.772355 0 26002.4 0 471.46 0.772355 0 0.326235
25127.4 0 471.46 -0.914728 0 26127.4 0 471.46 0.914728 0 0.379728
24877.4 0 471.46 -1.09663 0 26377.4 0 471.46 1.09663 0 0.500875
24627.4 0 471.46 -1.20336 0 26627.4 0 471.46 1.20336 0 0.631456
25502.4 0 471.46 -0.201646 0 25752.4 0 471.46 0.201646 0 0.379883
25377.4 0 471.46 -0.388111 0 25877.4 0 471.46 0.388111 0 0.400733
25252.4 0 471.46 -0.550122 0 26002.4 0 471.46 0.550122 0 0.433132
25127.4 0 471.46 -0.685439 0 26127.4 0 471.46 0.685439 0 0.4746
24877.4 0 471.46 -0.886797 0 26377.4 0 471.46 0.886797 0 0.576202
24627.4 0 471.46 -1.02198 0 26627.4 0 471.46 1.02198 0 0.693035
25502.4 0 471.46 -0.149928 0 25752.4 0 471.46 0.149928 0 0.494956
25377.4 0 471.46 -0.293404 0 25877.4 0 471.46 0.293404 0 0.510701
25252.4 0 471.46 -0.425499 0 26002.4 0 471.46 0.425499 0 0.535882
25127.4 0 471.46 -0.543536 0 26127.4 0 471.46 0.543536 0 0.56921
24877.4 0 471.46 -0.736323 0 26377.4 0 471.46 0.736323 0 0.654913
24627.4 0 471.46 -0.879524 0 26627.4 0 471.46 0.879524 0 0.758443
25377.4 0 471.46 -0.0422892 0 25877.4 0 471.46 0.0422892 0 1.61739
25127.4 0 471.46 -0.0844278 0 26127.4 0 471.46 0.0844278 0 1.62644
24627.4 0 471.46 -0.167669 0 26627.4 0 471.46 0.167669 0 1.66239
24127.4 0 471.46 -0.248633 0 27127.4 0 471.46 0.248633 0 1.72148
23627.4 0 471.46 -0.326407 0 27627.4 0 471.46 0.326407 0 1.80256
23127.4 0 471.46 -0.400298 0 28127.4 0 471.46 0.400298 0 1.90418
25627.4 0 471.27 -0.315337 0 25877.4 0 471.27 0.315337 0 0.250214
25502.4 0 471.27 -0.578092 0 26002.4 0 471.27 0.578092 0 0.28134
25377.4 0 471.27 -0.774617 0 26127.4 0 471.27 0.774617 0 0.326268
25252.4 0 471.27 -0.916914 0 26252.4 0 471.27 0.916914 0 0.379866
25002.4 0 471.27 -1.09847 0 26502.4 0 471.27 1.09847 0 0.501166
24752.4 0 471.27 -1.20488 0 26752.4 0 471.27 1.20488 0 0.631843
25627.4 0 471.27 -0.20206 0 25877.4 0 471.27 0.20206 0 0.380264
25502.4 0 471.27 -0.388849 0 26002.4 0 471.27 0.388849 0 0.401153
25377.4 0 471.27 -0.551061 0 26127.4 0 471.27 0.551061 0 0.433606
25252.4 0 471.27 -0.686471 0 26252.4 0 471.27 0.686471 0 0.475132
25002.4 0 471.27 -0.887828 0 26502.4 0 471.27 0.887828 0 0.576839
24752.4 0 471.27 -1.02292 0 26752.4 0 471.27 1.02292 0 0.693753
25627.4 0 471.27 -0.150299 0 25877.4 0 471.27 0.150299 0 0.494958
25502.4 0 471.27 -0.294099 0 26002.4 0 471.27 0.294099 0 0.51074
25377.4 0 471.27 -0.426443 0 26127.4 0 471.27 0.426443 0 0.535976
25252.4 0 471.27 -0.544647 0 26252.4 0 471.27 0.544647 0 0.569369
25002.4 0 471.27 -0.737571 0 26502.4 0 471.27 0.737571 0 0.655209
24752.4 0 471.27 -0.880756 0 26752.4 0 471.27 0.880756 0 0.758862
25502.4 0 471.27 -0.0422882 0 26002.4 0 471.27 0.0422882 0 1.61512
25252.4 0 471.27 -0.0844257 0 26252.4 0 471.27 0.0844257 0 1.62416
24752.4 0 471.27 -0.167665 0 26752.4 0 471.27 0.167665 0 1.66011
24252.4 0 471.27 -0.248628 0 27252.4 0 471.27 0.248628 0 1.7192
23752.4 0 471.27 -0.3264 0 27752.4 0 471.27 0.3264 0 1.80028
23252.4 0 471.27 -0.400289 0 28252.4 0 471.27 0.400289 0 1.9019
25752.4 0 471.153 -0.316894 0 26002.4 0 471.153 0.316894 0 0.249851
25627.4 0 471.153 -0.580505 0 26127.4 0 471.153 0.580505 0 0.281108
25502.4 0 471.153 -0.777251 0 26252.4 0 471.153 0.777251 0 0.326177
25377.4 0 471.153 -0.919456 0 26377.4 0 471.153 0.919456 0 0.379898
25127.4 0 471.153 -1.1006 0 26627.4 0 471.153 1.1006 0 0.501374
24877.4 0 471.153 -1.20664 0 26877.4 0 471.153 1.20664 0 0.632163
25752.4 0 471.153 -0.202433 0 26002.4 0 471.153 0.202433 0 0.380732
25627.4 0 471.153 -0.389515 0 26127.4 0 471.153 0.389515 0 0.401657
25502.4 0 471.153 -0.551908 0 26252.4 0 471.153 0.551908 0 0.434159
25377.4 0 471.153 -0.687402 0 26377.4 0 471.153 0.687402 0 0.475736
25127.4 0 471.153 -0.888757 0 26627.4 0 471.153 0.888757 0 0.577538
24877.4 0 471.153 -1.02376 0 26877.4 0 471.153 1.02376 0 0.694524
25752.4 0 471.153 -0.150799 0 26002.4 0 471.153 0.150799 0 0.494555
25627.4 0 471.153 -0.295036 0 26127.4 0 471.153 0.295036 0 0.510388
25502.4 0 471.153 -0.427716 0 26252.4 0 471.153 0.427716 0 0.535698
25377.4 0 471.153 -0.546144 0 26377.4 0 471.153 0.546144 0 0.569179
25127.4 0 471.153 -0.739252 0 26627.4 0 471.153 0.739252 0 0.655202
24877.4 0 471.153 -0.882412 0 26877.4 0 471.153 0.882412 0 0.759019
25627.4 0 471.153 -0.042284 0 26127.4 0 471.153 0.042284 0 1.61307
25377.4 0 471.153 -0.0844172 0 26377.4 0 471.153 0.0844172 0 1.62212
24877.4 0 471.153 -0.167648 0 26877.4 0 471.153 0.167648 0 1.65806
24377.4 0 471.153 -0.248604 0 27377.4 0 471.153 0.248604 0 1.71715
23877.4 0 471.153 -0.326369 0 27877.4 0 471.153 0.326369 0 1.79822
23377.4 0 471.153 -0.400253 0 28377.4 0 471.153 0.400253 0 1.89982
25877.4 0 471.125 -0.318942 0 26127.4 0 471.125 0.318942 0 0.249115
25752.4 0 471.125 -0.583674 0 26252.4 0 471.125 0.583674 0 0.280543
25627.4 0 471.125 -0.7807 0 26377.4 0 471.125 0.7807 0 0.325797
25502.4 0 471.125 -0.922779 0 26502.4 0 471.125 0.922779 0 0.379678
25252.4 0 471.125 -1.10338 0 26752.4 0 471.125 1.10338 0 0.501383
25002.4 0 471.125 -1.20893 0 27002.4 0 471.125 1.20893 0 0.632317
25877.4 0 471.125 -0.202902 0 26127.4 0 471.125 0.202902 0 0.381015
25752.4 0 471.125 -0.390352 0 26252.4 0 471.125 0.390352 0 0.401986
25627.4 0 471.125 -0.55297 0 26377.4 0 471.125 0.55297 0 0.434548
25502.4 0 471.125 -0.688568 0 26502.4 0 471.125 0.688568 0 0.476191
25252.4 0 471.125 -0.88992 0 26752.4 0 471.125 0.88992 0 0.57811
25002.4 0 471.125 -1.02482 0 27002.4 0 471.125 1.02482 0 0.695188
25877.4 0 471.125 -0.151637 0 26127.4 0 471.125 0.151637 0 0.493315
25752.4 0 471.125 -0.296604 0 26252.4 0 471.125 0.296604 0 0.509231
25627.4 0 471.125 -0.429842 0 26377.4 0 471.125 0.429842 0 0.534666
25502.4 0 471.125 -0.548643 0 26502.4 0 471.125 0.548643 0 0.568293
25252.4 0 471.125 -0.742052 0 26752.4 0 471.125 0.742052 0 0.654622
25002.4 0 471.125 -0.885169 0 27002.4 0 471.125 0.885169 0 0.758713
25752.4 0 471.125 -0.0423539 0 26252.4 0 471.125 0.0423539 0 1.61
25502.4 0 471.125 -0.0845564 0 26502.4 0 471.125 0.0845564 0 1.61906
25002.4 0 471.125 -0.167921 0 27002.4 0 471.125 0.167921 0 1.65506
24502.4 0 471.125 -0.248999 0 27502.4 0 471.125 0.248999 0 1.71424
24002.4 0 471.125 -0.326872 0 28002.4 0 471.125 0.326872 0 1.79544
23502.4 0 471.125 -0.400847 0 28502.4 0 471.125 0.400847 0 1.89719
26002.4 0 471.242 -0.321069 0 26252.4 0 471.242 0.321069 0 0.248342
25877.4 0 471.242 -0.586954 0 26377.4 0 471.242 0.586954 0 0.279948
25752.4 0 471.242 -0.784261 0 26502.4 0 471.242 0.784261 0 0.325393
25627.4 0 471.242 -0.926204 0 26627.4 0 471.242 0.926204 0 0.379438
25377.4 0 471.242 -1.10624 0 26877.4 0 471.242 1.10624 0 0.501378
25127.4 0 471.242 -1.21128 0 27127.4 0 471.242 1.21128 0 0.63246
26002.4 0 471.242 -0.203538 0 26252.4 0 471.242 0.203538 0 0.381011
25877.4 0 471.242 -0.391485 0 26377.4 0 471.242 0.391485 0 0.402042
25752.4 0 471.242 -0.554409 0 26502.4 0 471.242 0.554409 0 0.434687
25627.4 0 471.242 -0.690148 0 26627.4 0 471.242 0.690148 0 0.476418
25377.4 0 471.242 -0.891494 0 26877.4 0 471.242 0.891494 0 0.578497
25127.4 0 471.242 -1.02625 0 27127.4 0 471.242 1.02625 0 0.695697
26002.4 0 471.242 -0.152519 0 26252.4 0 471.242 0.152519 0 0.49172
25877.4 0 471.242 -0.298255 0 26377.4 0 471.242 0.298255 0 0.507726
25752.4 0 471.242 -0.432078 0 26502.4 0 471.242 0.432078 0 0.53329
25627.4 0 471.242 -0.551268 0 26627.4 0 471.242 0.551268 0 0.567072
25377.4 0 471.242 -0.744988 0 26877.4 0 471.242 0.744988 0 0.65372
25127.4 0 471.242 -0.888056 0 27127.4 0 471.242 0.888056 0 0.758097
25877.4 0 471.242 -0.0424694 0 26377.4 0 471.242 0.0424694 0 1.60543
25627.4 0 471.242 -0.0847861 0 26627.4 0 471.242 0.0847861 0 1.61451
25127.4 0 471.242 -0.16837 0 27127.4 0 471.242 0.16837 0 1.65062
24627.4 0 471.242 -0.24965 0 27627.4 0 471.242 0.24965 0 1.70995
24127.4 0 471.242 -0.327702 0 28127.4 0 471.242 0.327702 0 1.79135
23627.4 0 471.242 -0.401828 0 28627.4 0 471.242 0.401828 0 1.89334
26127.4 0 471.468 -0.323027 0 26377.4 0 471.468 0.323027 0 0.247706
26002.4 0 471.468 -0.589964 0 26502.4 0 471.468 0.589964 0 0.279475
25877.4 0 471.468 -0.787522 0 26627.4 0 471.468 0.787522 0 0.325095
25752.4 0 471.468 -0.929332 0 26752.4 0 471.468 0.929332 0 0.379289
25502.4 0 471.468 -1.10885 0 27002.4 0 471.468 1.10885 0 0.501442
25252.4 0 471.468 -1.21342 0 27252.4 0 471.468 1.21342 0 0.632658
26127.4 0 471.468 -0.204482 0 26377.4 0 471.468 0.204482 0 0.380437
26002.4 0 471.468 -0.393166 0 26502.4 0 471.468 0.393166 0 0.40156
25877.4 0 471.468 -0.55654 0 26627.4 0 471.468 0.55654 0 0.434327
25752.4 0 471.468 -0.692484 0 26752.4 0 471.468 0.692484 0 0.476188
25502.4 0 471.468 -0.893817 0 27002.4 0 471.468 0.893817 0 0.578501
25252.4 0 471.468 -1.02835 0 27252.4 0 471.468 1.02835 0 0.695883
26127.4 0 471.468 -0.153527 0 26377.4 0 471.468 0.153527 0 0.490009
26002.4 0 471.468 -0.30014 0 26502.4 0 471.468 0.30014 0 0.506116
25877.4 0 471.468 -0.434628 0 26627.4 0 471.468 0.434628 0 0.531829
25752.4 0 471.468 -0.554259 0 26752.4 0 471.468 0.554259 0 0.565786
25502.4 0 471.468 -0.748324 0 27002.4 0 471.468 0.748324 0 0.652797
25252.4 0 471.468 -0.891329 0 27252.4 0 471.468 0.891329 0 0.757497
26002.4 0 471.468 -0.0427782 0 26502.4 0 471.468 0.0427782 0 1.59742
25752.4 0 471.468 -0.0854003 0 26752.4 0 471.468 0.0854003 0 1.60658
25252.4 0 471.468 -0.169573 0 27252.4 0 471.468 0.169573 0 1.64293
24752.4 0 471.468 -0.251392 0 27752.4 0 471.468 0.251392 0 1.70268
24252.4 0 471.468 -0.329919 0 28252.4 0 471.468 0.329919 0 1.78462
23752.4 0 471.468 -0.404445 0 28752.4 0 471.468 0.404445 0 1.88726
26252.4 0 471.771 -0.322338 0 26502.4 0 471.771 0.322338 0 0.247107
26127.4 0 471.771 -0.588906 0 26627.4 0 471.771 0.588906 0 0.278818
26002.4 0 471.771 -0.786377 0 26752.4 0 471.771 0.786377 0 0.324377
25877.4 0 471.771 -0.928234 0 26877.4 0 471.771 0.928234 0 0.378519
25627.4 0 471.771 -1.10793 0 27127.4 0 471.771 1.10793 0 0.500597
25377.4 0 471.771 -1.21267 0 27377.4 0 471.771 1.21267 0 0.631766
26252.4 0 471.771 -0.204609 0 26502.4 0 471.771 0.204609 0 0.37922
26127.4 0 471.771 -0.393393 0 26627.4 0 471.771 0.393393 0 0.400354
26002.4 0 471.771 -0.556829 0 26752.4 0 471.771 0.556829 0 0.433138
25877.4 0 471.771 -0.6928 0 26877.4 0 471.771 0.6928 0 0.475016
25627.4 0 471.771 -0.894131 0 27127.4 0 471.771 0.894131 0 0.577361
25377.4 0 471.771 -1.02864 0 27377.4 0 471.771 1.02864 0 0.694767
26252.4 0 471.771 -0.154051 0 26502.4 0 471.771 0.154051 0 0.488188
26127.4 0 471.771 -0.30112 0 26627.4 0 471.771 0.30112 0 0.504348
26002.4 0 471.771 -0.435952 0 26752.4 0 471.771 0.435952 0 0.530139
25877.4 0 471.771 -0.555809 0 26877.4 0 471.771 0.555809 0 0.564186
25627.4 0 471.771 -0.75005 0 27127.4 0 471.771 0.75005 0 0.651385
25377.4 0 471.771 -0.893021 0 27377.4 0 471.771 0.893021 0 0.756252
26127.4 0 471.771 -0.0439813 0 26627.4 0 471.771 0.0439813 0 1.58626
25877.4 0 471.771 -0.0877931 0 26877.4 0 471.771 0.0877931 0 1.59567
25377.4 0 471.771 -0.174253 0 27377.4 0 471.771 0.174253 0 1.63303
24877.4 0 471.771 -0.258165 0 27877.4 0 471.771 0.258165 0 1.69438
24377.4 0 471.771 -0.338524 0 28377.4 0 471.771 0.338524 0 1.77843
23877.4 0 471.771 -0.414588 0 28877.4 0 471.771 0.414588 0 1.88357
26377.4 0 472.156 -0.32134 0 26627.4 0 472.156 0.32134 0 0.246745
26252.4 0 472.156 -0.587371 0 26752.4 0 472.156 0.587371 0 0.278373
26127.4 0 472.156 -0.784714 0 26877.4 0 472.156 0.784714 0 0.323843
26002.4 0 472.156 -0.926638 0 27002.4 0 472.156 0.926638 0 0.377909
25752.4 0 472.156 -1.1066 0 27252.4 0 472.156 1.1066 0 0.499878
25502.4 0 472.156 -1.21158 0 27502.4 0 472.156 1.21158 0 0.630979
26377.4 0 472.156 -0.20515 0 26627.4 0 472.156 0.20515 0 0.377227
26252.4 0 472.156 -0.394355 0 26752.4 0 472.156 0.394355 0 0.398414
26127.4 0 472.156 -0.558047 0 26877.4 0 472.156 0.558047 0 0.431267
26002.4 0 472.156 -0.694133 0 27002.4 0 472.156 0.694133 0 0.47322
25752.4 0 472.156 -0.895455 0 27252.4 0 472.156 0.895455 0 0.575698
25502.4 0 472.156 -1.02983 0 27502.4 0 472.156 1.02983 0 0.693207
26377.4 0 472.156 -0.154595 0 26627.4 0 472.156 0.154595 0 0.48628
26252.4 0 472.156 -0.302136 0 26752.4 0 472.156 0.302136 0 0.502494
26127.4 0 472.156 -0.437325 0 26877.4 0 472.156 0.437325 0 0.528365
26002.4 0 472.156 -0.557416 0 27002.4 0 472.156 0.557416 0 0.562506
25752.4 0 472.156 -0.751837 0 27252.4 0 472.156 0.751837 0 0.649899
25502.4 0 472.156 -0.89477 0 27502.4 0 472.156 0.89477 0 0.754938
26252.4 0 472.156 -0.0454454 0 26752.4 0 472.156 0.0454454 0 1.57245
26002.4 0 472.156 -0.0907039 0 27002.4 0 472.156 0.0907039 0 1.58217
25502.4 0 472.156 -0.179939 0 27502.4 0 472.156 0.179939 0 1.62075
25002.4 0 472.156 -0.266376 0 28002.4 0 472.156 0.266376 0 1.68404
24502.4 0 472.156 -0.348928 0 28502.4 0 472.156 0.348928 0 1.77063
24002.4 0 472.156 -0.426811 0 29002.4 0 472.156 0.426811 0 1.87878
26502.4 0 472.545 -0.32 0 26752.4 0 472.545 0.32 0 0.246645
26377.4 0 472.545 -0.585306 0 26877.4 0 472.545 0.585306 0 0.278161
26252.4 0 472.545 -0.782474 0 27002.4 0 472.545 0.782474 0 0.323511
26127.4 0 472.545 -0.924485 0 27127.4 0 472.545 0.924485 0 0.377473
25877.4 0 472.545 -1.1048 0 27377.4 0 472.545 1.1048 0 0.499296
25627.4 0 472.545 -1.2101 0 27627.4 0 472.545 1.2101 0 0.630303
26502.4 0 472.545 -0.205992 0 26752.4 0 472.545 0.205992 0 0.374676
26377.4 0 472.545 -0.395851 0 26877.4 0 472.545 0.395851 0 0.395943
26252.4 0 472.545 -0.55994 0 27002.4 0 472.545 0.55994 0 0.428905
26127.4 0 472.545 -0.696205 0 27127.4 0 472.545 0.696205 0 0.470973
25877.4 0 472.545 -0.89751 0 27377.4 0 472.545 0.89751 0 0.573659
25627.4 0 472.545 -1.03169 0 27627.4 0 472.545 1.03169 0 0.691327
26502.4 0 472.545 -0.155244 0 26752.4 0 472.545 0.155244 0 0.48402
26377.4 0 472.545 -0.303347 0 26877.4 0 472.545 0.303347 0 0.5003
26252.4 0 472.545 -0.43896 0 27002.4 0 472.545 0.43896 0 0.526266
26127.4 0 472.545 -0.559329 0 27127.4 0 472.545 0.559329 0 0.560519
25877.4 0 472.545 -0.753961 0 27377.4 0 472.545 0.753961 0 0.648143
25627.4 0 472.545 -0.896847 0 27627.4 0 472.545 0.896847 0 0.753386
26377.4 0 472.545 -0.047211 0 26877.4 0 472.545 0.047211 0 1.55637
26127.4 0 472.545 -0.0942125 0 27127.4 0 472.545 0.0942125 0 1.56647
25627.4 0 472.545 -0.186782 0 27627.4 0 472.545 0.186782 0 1.60652
25127.4 0 472.545 -0.27623 0 28127.4 0 472.545 0.27623 0 1.67214
24627.4 0 472.545 -0.361371 0 28627.4 0 472.545 0.361371 0 1.76177
24127.4 0 472.545 -0.441375 0 29127.4 0 472.545 0.441375 0 1.87349
26627.4 0 472.963 -0.318427 0 26877.4 0 472.963 0.318427 0 0.246726
26502.4 0 472.963 -0.582878 0 27002.4 0 472.963 0.582878 0 0.278111
26377.4 0 472.963 -0.779835 0 27127.4 0 472.963 0.779835 0 0.323319
26252.4 0 472.963 -0.921946 0 27252.4 0 472.963 0.921946 0 0.37716
26002.4 0 472.963 -1.10268 0 27502.4 0 472.963 1.10268 0 0.498807
25752.4 0 472.963 -1.20835 0 27752.4 0 472.963 1.20835 0 0.629705
26627.4 0 472.963 -0.206685 0 26877.4 0 472.963 0.206685 0 0.372385
